VR_LANCAMENTO,Valores_aleatorios
19522,1201179
200,251085
88,3736531
75,4751890
1646,127757
594.27,3405323
1341,2273462
796.75,2061370
1019.59,4838887
1260,4005689
1000,1469289
0.38,2035665
240,4346450
105,2690713
200,1894139
446.15,3272795
2750,685098
598.23,196469
5,4248744
49,2415952
210,484561
1380,2479594
4.8,3448254
200,669242
600,1133515
12.5,2193213
9373.55,3227998
112.3,1497928
1200,2043141
500,1631138
10,3692117
22.83,2171331
500,377091
1000,4392819
49,1787103
146.2,1466703
52.35,2399555
122.55,653426
3,453215
60,760549
50,3235006
120,4025154
52,1232856
21,622535
1.2,4393304
1000,1682822
50,1522313
1,2920525
200,4003041
17.27,228145
3.1,4427480
470,621957
2594.27,664502
10.45,1222142
2720.78,2940718
3277.44,2770449
1.2,1294477
2594.27,1784469
45.06,2582356
564.3,4708626
14220,4025004
546,2847160
982.2,917509
250,3148220
52,3738579
4,224244
62.64,1347854
1000,1594377
1372.39,695742
36.5,4288070
4.8,4049043
300,2019033
1571.43,1257595
19.69,2203579
5.2,1867068
162.3,270752
6.7,1680561
100.99,2492818
12650,506207
60,1335317
55145,1888856
1.5,603438
52,4114786
870,3242926
10,1672235
500,1485995
600,686759
1064,1392899
4.8,4551306
2.6,2942815
266,2274255
66.18,4561353
14,4852257
52,1366535
3.5,3595042
4.8,4015432
2.6,1095710
0.8,2932593
43.85,3456872
100,463943
23.27,3544895
36.78,897677
577.35,2055186
100,2827609
220,3577014
19.25,2636038
1155,849348
1200,3198527
1000,1893019
1722.66,2773629
15000,4462124
45000,2000661
1445,202802
19.77,3316128
39.38,3377149
729.44,1678821
6.6,4887328
54.95,798118
1595.33,738917
0.03,1151914
1588.97,1216792
5000,1345979
30000,2195789
10.45,642548
1248,3103915
1.2,3001778
568.97,4093742
1800,3335037
1000,1248285
10.45,1846842
3732.89,3254964
1329.1,2389541
2153.25,171438
1.2,2010265
1.2,3845191
1711.82,4765698
84,1689473
0.5,1982820
5040,2950365
10,1407987
90,1038824
4.8,4217776
50.13,712443
200,1454199
87.1,613026
2000,3106609
1186.3,1124492
20,1900036
100,4401715
1050,2916973
300,1118498
3.1,500390
37.5,1636643
1.2,2373740
37.5,1085906
77.15,3742592
150,2323506
122.85,1627938
50,953939
455,441285
13141.17,1962775
3258.8,4835245
1.2,3147222
78,2407053
159.12,2769939
222,1740621
5000,658041
84,1679705
300,2269938
4850,319686
10000,3994751
1.2,3278007
1572,4066098
2404.26,4254866
1337.95,582901
36.5,282045
1.2,3151629
10.45,4210557
1194.86,4451328
10.45,4258519
127,3604588
597.38,3958084
79.5,4151475
1.2,4367729
9.8,2311856
60,1412382
83,1074433
42,3363378
45,2781105
217.08,761467
58.82,3706383
755.27,3867557
3.1,342230
20,3353319
80,3673819
4.8,1458791
1.2,193301
280,518232
0.19,3754943
4300,2469079
0.35,3071226
1150,3481211
1,1024504
4.8,1076723
1590.66,1456092
4.8,819334
30,2826525
500,4194566
243.21,3935560
241.54,1410563
34.15,2723332
69.05,4928747
1100,484446
52,1636768
52,41053
113.3,3738875
870,3475984
42,2306189
167.02,3610297
49,4523012
847.59,3720322
300,482626
74.75,658514
255,644001
350,1777037
150,1029270
84,4342077
98.45,1195672
317.49,1432521
69,13677
594.27,270884
1.2,492574
1.2,154852
1538.35,4260452
1594.27,3379136
14,376012
4.8,2983136
14,391207
96,2871386
3150,2086715
250,481403
85.16,3531025
1.2,4661887
1944.65,1562804
341.06,4049386
1000,292043
7,4508742
382.29,4013940
40,3950843
1.2,668289
1.2,2376264
594.27,1784390
1.2,3162808
10.45,1078961
1400,747762
10.45,4089360
2.6,589313
20,2234637
96.09,1719621
19.25,717099
3100,3790714
0.55,3626709
150,4343727
10,934085
15000,1000285
10.45,287351
1.2,4732655
213.46,3760653
10.45,3271136
3000,3121035
140,4571178
7,457264
267.66,3615693
336.5,1822185
5.2,1730881
1.5,51652
1150,554521
6.1,1522816
52,13194
1.2,3021553
4.26,1410692
72,261025
1736,4351041
2.2,4511942
280,3546663
1363.16,930442
10000,487022
1790.96,3694726
300,1693041
3780,4731241
150,3188251
2046,4050915
1.2,133193
405.63,4023160
1.2,4317658
1.2,38289
119000,895229
4367.58,2255270
5500,1556697
241.84,1249903
534.86,443689
1.2,1242373
1.2,2549380
3312.23,2160230
1497,2164857
1.2,1346657
107.38,3345083
161.93,3548519
750,814394
15,588259
1920,234687
18.2,2088501
10.45,3386893
3000,3609178
200,161188
280,4638393
84,2422163
400,3387933
84,333951
200,2894
823.62,561942
455,155553
52,4193423
4.8,766228
150,2432172
600,1551606
350,6356
1500,3703189
10.45,113835
40,1746706
35.15,1373312
50,3048976
4.8,3779108
2.6,2268981
76.88,532963
120,1476990
6.4,3918597
6.01,887769
10.45,4109706
1.5,3831242
800,2893670
52,1468059
350,1639175
10,569385
25.89,4493862
3547,4313339
3.1,2735871
320,3467412
2964.1,4864086
20000,869178
10.45,1003413
3040.54,9705
2.47,4771564
9.55,3071403
30,429096
60,1989017
20,4436702
3.2,2529133
2534.88,1962475
10.45,4784793
69,3683424
18.23,1263765
150,2962909
2000,4890216
137.31,4403586
1389,4784902
123.43,1978954
74.69,2108243
898.6,115463
52,290216
1.2,3362283
173.72,597698
10000,455696
500,4373962
37.5,2618441
10.4,2264888
300,2500618
150,1982712
88.5,3117684
0.2,799468
2000,233271
10.45,633620
1593.46,4690527
13185.94,666567
187026.09,398412
305,822505
150,4901809
241.54,4799579
2.6,1145931
0.2,317116
500,4995672
700,1783065
1395,4049942
19.25,4106447
50,2188142
1166.47,3469873
74.9,2406379
60,3884061
500,346879
142.32,3720536
7,442730
18.64,288893
3084,4149515
800,1622804
54.95,1930492
10,818629
49,1591295
52,2885824
2.6,2630276
280.9,1391876
1165.15,4355349
421,4664237
271.07,4575631
7300,3136327
10.45,1437748
1.2,4041473
2568.18,545829
1.2,615212
7176.4,2831763
1941.42,3121418
10.45,2618567
2594.27,3359009
50,2764141
10,4505152
800,1569113
50,1862064
20.84,2831055
150,1412151
2161.7,1428160
84,2986064
19.69,1982153
750,273364
300,2335260
4.8,869102
2000,2982657
66.04,1393183
6.9,966678
5582.16,619858
39.38,2124401
15.86,4206172
43.74,4324483
84,4187373
892.85,1503142
500,3059137
2.6,4866900
789.85,2714573
210,1492788
300,206152
60,2551483
166.75,3121410
50,4146871
4.55,4943100
1.2,1131047
10000,4021099
2.6,4110660
1.2,4580181
250,289646
500,4684408
10000,4848749
7177.26,3337068
205576.36,67290
260262.3,264316
20.1,4336745
50,4136315
12.5,4171140
75,1946988
10.45,2434175
10.45,1875878
10.45,1217174
300,2104205
4.8,1144384
2.6,1885473
2.6,2262921
314.41,2706036
3000,962856
220,3868810
19.69,1830704
70,4434279
170,4332590
249.13,975137
4.8,4033178
615.27,3610989
111.85,3433066
5236,4789208
3,2811544
5.2,2996421
410,2562175
800,1816009
12.07,1826449
1195.13,1829117
1.2,4248793
19.25,4991183
2000,4288478
1.2,3946516
10.45,2373517
18762.03,496466
3431,4044711
2003.16,3229681
500,231457
1493.5,4352218
18025,3714107
40000,2949077
1.2,578021
54344.31,278331
6094.27,175307
2500,509213
5,4084188
240,996338
240.09,4515879
30,2957755
372.94,2296705
474940,2075170
45,3986535
36.95,2985361
140,2291487
140,431988
3000,1661488
1500,780775
1.2,2489394
682.5,3589447
450,397188
280,3581451
2437.5,346233
140,1171600
77.72,3562238
1.2,2893681
6000,151137
26516.75,4624259
1500,2028656
10.45,2744164
10,1690148
53.51,2758855
2000,199902
1.5,2234216
612,3573373
22.83,3250970
3001,411251
60,4894201
200,4789239
2.5,1346436
89.16,2301990
812.32,2723291
42.48,1210125
19.25,660774
2.6,3937365
24.99,757888
52,4231372
18.02,3649834
4,2437973
1000,3187469
18166,2624326
49,3514161
14,2732957
1000,297178
0.03,3887829
2000,3547048
11.88,865813
409.61,4853858
1566.67,1361449
330,1657038
9637.21,3826557
27.74,4817356
100,654101
13840,208692
5000,2158640
1268.33,4512303
1.2,2444747
10.45,3687818
1031,4194257
4.8,3653111
10.45,302339
10.45,4655424
343.46,2463986
961.39,1832642
47000,1865406
50,4738797
22,40681
2.6,3805466
80,1245403
385,1603148
0.51,4260134
300,4352490
5.2,2991451
2.6,1536549
5011.2,1217478
3941.88,3323441
12005,4988983
30,747654
1.2,1142045
52.35,3500729
84,2169220
7.61,663098
37608,4795481
7423,1973099
1410,4243565
140,1605469
120,1379877
120,1776069
1.2,1306637
4.6,4026640
38.05,3463446
74.7,4678593
552.18,3434439
27.3,1920184
1500,3337941
17.55,1607065
2.6,4590598
4.8,1211427
72,4861611
300,852412
200,362221
1000,3028882
49,2795741
10.02,2395064
1155.73,262955
6206.74,933186
3500,117024
10.45,3090823
1000,1088397
977,3268724
5000,1194037
2793.68,724393
1.2,3998563
75000,389437
5000,341550
3024,3372303
10.9,1640424
633.58,2607891
1998,4077850
280,2376711
3.1,4079982
622.3,715930
99,3753706
835.25,828736
1.2,1046857
1.2,1269722
57.22,1207311
10.45,3691702
10.11,4769214
19182.8,4038030
356.82,1251741
2286,4947769
1515.6,147324
1200,4394675
28774.2,4969171
294.56,1939365
40,1056566
370,2932952
1000,474238
2000,639955
3044.57,2580569
140,122072
8.06,4025057
1592.5,4044963
4.8,4030677
36,944828
6.48,3581648
1986,3052207
3000,3676316
70000,2644281
1000,1310729
10,3204298
87.7,897582
5.2,422460
17.82,2571624
2784.17,945391
35.9,489173
63.46,4375648
63.54,3184615
274.1,219303
1.2,3428004
15000,2228906
10.45,2123878
5594.27,4182307
1117,1238794
1.2,4359032
1.2,4074689
34.55,690502
408.4,1847492
4.8,1933090
1939,155750
4257.4,1083890
150,993925
50,4990188
3500,217005
2571,3526395
1169.87,818746
10.45,4975228
10.45,872322
39,434064
2.6,4097416
42,11119
1652,4212637
5.2,3987384
0.35,4353927
0.11,199303
9373.55,646211
54.95,381734
6387.5,2067655
34.46,865198
43.64,4910906
52.92,4300752
1167.26,3449501
99,4849029
21,1704140
46.68,4781347
5,4331384
1335,3753425
93,2739330
10.45,3218587
52.35,545608
3456.65,1620650
10.45,3675324
10.45,234572
2000,1418490
400,3724428
1188,3403549
144.69,4974382
12,4725490
3867.5,2488818
36.62,1989054
1494.16,1912771
590,2359381
1592.5,1976492
79.64,1343148
2.6,1428563
350,3464710
1.2,1550030
13000,4002571
500,2119715
84,4354761
1700,1424165
150,2467918
692,4185537
50,780387
7,3421178
23.65,4240945
730,1929163
1941,3727378
50,1750809
594.27,3519303
123.87,2027222
10.45,4722599
2705,1811435
1.2,1209357
1.2,1834056
69700,3829847
1.2,2747364
5000,3616368
10.45,2758832
1500,4912657
84.52,4649206
100,204148
45,4602018
118.89,278198
400,3620637
2442,1747952
9975,227043
14,599424
39.38,1778674
6387.5,4971248
100,1657473
10.45,2463896
1181.03,3134612
1.2,713629
1898.6,1542301
1.2,94073
43405.6,1214272
263.21,4592916
123.01,3538902
110,4593971
2690.61,2326372
1500,1706762
7.2,4540630
600,4512111
13500,4371639
4046.18,457416
18,2639621
2.6,888753
20.19,902433
0.32,3550201
60,4493812
4.8,2955577
50,4268380
106.06,4751535
10.45,4264251
59541.71,311815
2.6,2341730
17500,268119
423.25,2558756
6191.68,2338184
1210.64,236093
233.23,473372
140,2882443
2.6,4968506
10.3,2063849
0.15,2068911
642.25,2249039
43.32,4916781
150,3700626
1000,2296076
47.53,4688123
417.84,4394704
1.2,997230
594.27,501585
519.08,1405714
900,1118312
47.74,3681971
10.45,2596315
2819.67,1975729
324.67,96346
5000,1181104
1062.07,163461
63.5,3085584
4.8,78495
7.61,1249002
600,4267096
9539.5,1988613
10.25,316229
56.95,1939184
679.62,1779091
56.95,191149
20,2508236
1.2,470357
31.5,4591523
50,2862566
1.2,4639954
240,825288
5000,1347996
140,1396859
50,2758925
1365.42,2280006
10.45,3897612
235.35,2496210
10.45,459458
10.45,3488235
1.2,3214631
100,2150591
35.79,1838841
0.95,4145971
123.51,4468768
3.1,1403062
9.42,3869919
500,3749635
1.35,4483984
551,1902910
51.91,2351047
910,2858764
15,4192034
1.2,4252387
1.2,3981781
1143.5,3177812
1898.6,4405650
2000,75679
5000,3833573
6000,3816477
377.34,2517092
10.45,488402
1941.92,2760313
10.45,2116799
594.27,4405835
15000,4568202
312.21,4559025
2973.3,442266
99,3918373
7.8,588834
350,2465464
19.69,506484
0.15,754711
5,3918465
360,790362
380,3558940
2.6,4926957
480,3375680
10.45,858838
10.45,4291774
10.45,1035005
1833.33,2951250
10.45,752743
10.45,4919371
5086.32,1137747
270.59,3445121
10.45,169546
594.27,2372690
10.45,776472
72,1584611
30,3642961
6.73,2812688
50,4242561
36.5,2068861
500,1562136
3124.51,3308605
28000,730245
52,922309
39.38,1820953
4.8,1948234
300,652718
39.38,636778
15.5,4086618
57.13,852002
4.8,2553952
957.19,3032535
7,1674505
10.45,2874838
312.91,3008554
2420,3371391
217.08,4618644
4.8,3346877
2.6,4943538
10.45,3720044
2286,3384313
15.43,3309646
7817.97,2611766
349000,423102
7308.6,202017
1.2,3647548
10.45,2579610
19.77,914803
1000,4215687
480,1726384
84,1994902
1.2,3539293
42,2415313
1.8,1789568
4.55,4413723
35,4850716
750,1837482
37.5,4543929
994,3492141
15,649776
3000,3896861
682.5,2890106
1166.47,3287458
90.45,3761237
6.95,1598248
84,2365294
55.74,826000
1000,1555487
1500,4199759
500,4311050
45,3272547
1895.58,1713561
2.6,2113976
46.52,2397717
227.89,3454974
84,3920987
1,895213
740.84,1602555
407.06,2069748
10.45,4980722
1.2,1434793
10.45,1486692
1.2,1838754
19690,752891
55.49,991564
2506.3,3907213
2890.9,1879913
249.13,573060
3,4935051
7.86,2915889
11,1698769
2.2,818185
56.57,4587935
52,770317
1.2,4589448
15.5,2125731
0.14,3170268
400,2910882
280,1790914
3.1,929033
21.24,3539536
4000,2888303
10.45,1239648
1795.35,1241458
10.45,867190
5.2,2825879
10.45,3426308
2922.82,1740918
13271.16,779546
594.27,998431
1103.25,2128131
898.6,1935311
1.2,1117574
898.6,4983664
10.45,4042647
1.2,1611388
141.05,3466253
1582,3978883
432.41,4202580
76886.88,4325164
1200,1311056
594.27,1002158
2000,1296540
2090,1112405
462,2072826
625.38,2306979
6000,3207152
250,4291811
45.66,226476
100,760085
15,2294188
10600,4001324
11500,3723190
5400,2847225
1.2,2168789
1833.33,158320
1941.92,4844587
840.74,3100160
10.45,3930198
1.2,2052006
10.45,2584134
20,343996
3400,1142270
840,55389
2.6,1125180
5000,3582068
42,95252
10.45,2140638
2854.83,3241952
6.9,1557785
267.85,2543892
200,79860
37.5,1584789
10.45,2843340
707000,3087390
200,3099576
1832,4517596
10.45,3342840
1000,2628370
45,3466959
400,439489
200,4084272
1646,4838312
1595.33,875083
950,4853237
37.5,1756417
3600,748966
5.2,3119074
4000,4972006
2500,1321035
2600,3024226
2385.5,822641
15,4950848
0.35,3097203
7.8,4318394
150,3106316
10.6,4394522
80.2,4134178
187.77,4246587
360,272980
25.24,152196
440.7,1289741
1569,1184951
3500,1628341
72.79,3241736
1.2,4646961
50,4769834
60,4797143
1086.27,3980502
21,2691100
8.1,2892350
39.38,4223938
52,188224
200,603761
4.8,3225402
62.21,4656285
49,2040067
5688.65,3428651
1.2,532316
10.45,531779
10.45,93927
1091.33,210275
4.8,779104
52,4439314
57.81,732538
25,317099
300,1697128
50,2415838
69,3763368
52,2852967
10.45,3322585
1500,1768469
84,4820648
74.8,4395578
35,530782
250,519671
600,4294434
1200,3344923
155,2302463
500,720652
300,1834239
98.65,1999411
60,3445210
4.8,1145033
240,4957705
556.56,3308672
10.45,4130323
4000,1283988
1.2,1245334
96474.79,4815849
17411,525409
10.45,4089780
1594.27,4590827
1573.08,3376543
19.69,4296775
3.1,3745240
6.4,2828578
52,3808146
619,3920771
6.5,2060675
4989.55,1028115
10.45,1476117
1500,1440325
10.45,2950622
594.27,2965354
10.45,2514891
1.2,2732155
1010,4263689
845.21,1519007
200,219558
0.19,1366115
220,4584779
19.69,3597284
1564.68,2702946
52,4445348
1500,3604475
112.3,3172103
300,2886354
1186.5,3677586
0.13,2879803
5000,2840390
1350,3073032
50,2910832
300,2637973
120,2909821
110.94,1185572
78.25,4615853
84,3874828
139.62,3853124
30,1022113
250,4210313
76,903574
3.6,4126041
1.2,3030029
91846.82,2001945
100,4465086
5.2,2358274
10.45,1982266
4550,183527
34802.4,983209
6000,979205
1.2,3356485
390.19,182876
1800,2525338
1823.1,4147533
84,3666687
1500,793462
102,4683744
1.2,1006325
487.5,3545386
4818,1675922
54.95,376981
400,1595431
22,4320421
1.15,2437698
19.69,2110167
75,1921293
10.45,2977680
10.45,4100314
100,4865262
428.76,2038488
7555.2,1323192
42.5,3368171
45,4894123
50,527550
665.96,44274
68.2,2543393
39.38,4923333
2.6,1429293
13.86,1185846
2000,2419976
1.2,4682326
2000,3992732
4500,1250877
1010,3699422
52,4455845
1693.56,2815437
7.61,2772676
90.77,3112050
500,711300
19.69,4443376
1.2,1631231
52.62,3110566
75,2543500
20.3,2761781
10,4711444
632.65,1160904
52.35,2485372
347.9,4820618
1.2,1520317
1.2,1559691
15000,496923
594.27,1171170
4.8,4408368
290.71,1591606
1200,4967783
1.2,4858951
1589.55,4112996
100,2049658
19.69,4219540
3.1,2477356
35,3969786
614.61,3094353
532.59,4516660
27.8,1238394
1192.05,606153
171.34,749175
1.2,2258844
0.02,3337214
600,2204864
75,1108064
84,848344
10.45,916231
10,405972
55,26165
0.01,128768
492.35,3659990
2473.68,556537
21.4,2050651
164.87,4318179
54.95,3409246
5000,4982787
728,2255329
3289.5,4866925
40,4470950
140,2042274
52.35,1762751
150,2074285
120,529027
4,3125583
78.75,2661450
10.45,648539
247.95,2678569
19.69,2427173
26.09,4534825
268.21,2968300
146.8,2553390
14,1177237
1.2,1087569
500,3016760
1.2,1962606
90,4170291
800,4498655
170,1118047
7,3066267
1100,571672
489.58,2831581
376,3657957
37.5,104319
732,1466142
295.48,4700425
5000,2216127
38483.58,4844826
200,417002
16200,3774264
70,4564687
4.8,1472282
400,1588687
37.85,4043907
3213.33,4023605
10,4720253
300,464918
1.2,1791092
1.2,2126843
95000,3741779
20300,3594902
6500,3179561
1079.41,61431
2.6,2882961
154.28,3803756
100,772744
5774.44,3516757
594.27,1455710
6000,4213620
5831.04,3338797
10.45,1011121
140,4333503
101.77,3844277
75,2234193
52,4435032
720,2823325
60,4621823
45,235074
10,4828232
0.53,2498785
50,4132044
142.4,3580290
657.86,1553731
39.38,2248195
3,683713
150,2860228
10,1943588
10.45,2564617
1.2,3100519
10.45,2228595
1.2,1295329
2000,1948250
1.2,4716997
1260,2389182
5300,3140714
10.45,702938
2634.53,1149226
10.45,4574171
10.45,4598058
9.21,4009627
309.33,1744415
10.45,2881318
37.47,4500803
3500,1521635
2500,2596900
50,4740341
24.01,2630786
6.22,267514
0.29,4899539
280,147973
231.78,4882508
6.82,3046342
1442.1,4758140
480,4045470
818.89,1398661
600,4421365
68.74,3053573
2.6,510123
1165.62,4484746
10.45,3081845
10.45,4433328
11800,4966921
31.99,3986208
1.2,4883944
313.85,1005404
19.25,3092269
642.89,509643
19.25,417101
150,2607842
72,163223
500,4434394
10.45,3876208
4102.25,2305950
509.57,1013526
170,4817922
20,759037
141,1436038
203.12,895451
100.99,1554461
600,4175826
100,2861998
19.5,3987657
33.06,4268623
2326.5,3542067
8.5,2396721
1820,4453477
19.25,4839715
21,4320193
23301.5,3680380
4.8,992722
10.45,1441450
2574.68,2838922
63404.99,2813468
1.2,4129806
11.55,1875843
129.75,1446043
240.6,347246
37.58,3020949
2.6,3089285
7,654899
60,2509734
26.05,3564991
2947.89,2270944
594.27,3585882
14523,3348977
1.2,3722228
2853.08,1378693
10.45,962148
8906.54,4657052
450,3786143
3018.75,2568078
10,4222007
1.2,1581466
4537,4129203
1.2,1835706
7120.81,3706665
1896.26,4426500
1594.27,4306246
3548.85,4179812
231.07,1145341
1.2,3000325
40.34,1824509
45,2911968
125000,3684567
500,3142380
322.26,1621617
1.2,1656092
594.27,2329089
34114.4,1702456
1.2,689997
10.45,4660847
155,3471868
1.2,4846188
100,1272566
373.49,2676913
3.1,3731397
125000,4149388
39.38,2266792
948.76,646388
88,575276
3473,4829190
500,1173214
1344.75,3911438
50,3861270
1477.42,4984929
99,594823
131.19,614873
1072,3174738
1277.1,2781872
1.2,812463
1500,3763069
750,4638983
1.2,1232047
84,1895575
1.2,4467741
0.06,3905013
127,206028
10.45,1598344
150,72185
600,4175488
381.55,3996010
10.45,2752383
203.68,1706566
15000,819437
594.27,77156
10.45,2730453
48.65,3920975
118.14,2005249
280,284185
1200,1035601
3726.71,4148265
871.77,514298
100,2036561
10,3706973
84,3569938
30,3318239
60,4969447
17,2402893
10.45,513187
512.47,1133821
594.27,1137672
10.45,3471622
1303,1964539
63.05,3163975
13.51,2064263
50,113100
313.23,2716465
998.75,3452243
5.22,3087485
1500,3326771
48308,4677623
120,843185
280,4872929
2.6,2637548
1.2,2202244
203.73,1856378
165588.33,3088623
10.45,326576
25000,1583546
10.45,1818187
57.22,4336542
185,4279002
4.8,111906
522.5,280565
1.2,687876
69.6,405712
10.45,4594485
6706.04,4547786
3594.27,2278801
256000,1151325
1.2,4744568
1.2,3186210
1.2,3753149
10.45,3923947
500,1453870
84,261595
52,4380541
19.69,2883536
1000,359283
2445,846509
55,1712020
55,3436706
12000,3724323
1.2,1757490
10.45,600773
4000,2454401
26973.68,3529967
100000,2047591
60,2609146
1860,329211
1250.79,1819911
20,4046373
150,3545453
495,524700
500,3215597
29.46,4188621
475.46,1412447
140,3992325
19.69,786887
1.2,3966791
1.2,4556842
381.67,3722951
336.52,2162621
1.2,1570260
3000,4909042
24766.72,2975102
1632.1,2970382
1400,998416
17136,4357688
13000,860119
1308,2994283
1745,3203614
213.89,291215
2398.6,4342040
10.45,835097
256.08,2560035
350,1781033
10000,3459478
1.2,4546804
528.96,176714
3621.64,2556486
1.2,1107764
88,2112324
49,1297982
2982.37,3642320
650,747277
0.06,2511904
10,2147502
2.6,4474616
1.2,1730539
1830,251104
2132.95,254055
10.45,807159
256.77,1877886
241.44,4688145
1.2,685520
10.45,3700304
29.96,263951
1.5,3459621
1.2,131572
0.01,2292554
672,3514455
86.9,1397740
10.45,4708907
250,4604805
3.1,1669430
270,3255832
8.8,554374
72,2140497
100,974395
1335,3429933
137.94,3797298
15.23,2309517
112.05,3012337
4.8,693488
21.4,3019798
60,4578814
1836.32,2666988
13.2,449032
35.79,1889210
650,4987405
1000,1460536
124984.25,988878
594.27,2253384
23550.54,1292941
10.45,4013215
30,4454678
350,2532718
4.8,4231609
345,4067837
463.24,398568
2913.34,493563
594.27,1283937
3312.4,4161996
1.2,3733826
5000,2887597
25600,3991893
3741.24,4947716
68.22,2877186
247.27,1363369
1100,2513401
890,1263702
350,2108503
350,838750
99081.67,2792568
1000,2887674
300,4403203
10.45,457027
500,2083078
49,510930
3124.51,607330
330,302898
24.52,2264115
1025,654290
100,2036378
1.2,2281234
2670,2892904
5.2,472374
30,240142
1.2,214124
1344.75,3887755
0.35,970618
1500,1602344
1.2,1278760
1.2,520346
10.45,359114
1890.98,3175721
1.2,2085690
2300,2121558
342,4833884
0.07,1151642
60.1,2878689
4.8,314196
53,4787987
356.21,1752448
0.01,2962118
415.43,3756558
4600,57125
10.45,3075126
1.2,3150033
594.27,4663755
27200,2705963
10.45,2571324
10.45,2580852
1.2,2608430
1.2,2330319
324.6,45618
4000,1614669
10.45,3019536
1602.01,483582
150,2018339
130370,4369905
1740.5,2596251
52,2899078
50,3194591
56.95,614147
27.74,1771276
59.55,2982161
50,1331882
19.69,2780461
50,4372779
50,752220
970.96,109628
10.45,734371
1.2,51281
19.69,1606194
50,2292162
200,1253546
35,2579940
7000,347953
55,4307066
54.95,3963041
20,821125
0.05,1741581
2.6,1522129
2080.31,4747703
84,674320
35.26,1796364
60,2895739
50,2786373
250,3259834
1268.33,4187915
3.1,1215735
60,2753155
3386,2111696
231.1,676935
500,4351788
606.5,1534996
49,4421130
420,1758415
140,43157
1400,3796786
4.68,3482905
1796.55,3360238
383.66,1518947
420,2272602
10.45,4694988
455,802089
700,1143252
1400,4232902
532.59,3539021
34.57,1428775
19413.33,4519722
1.5,2884726
7,3527208
250,4759204
180.15,1963905
189.71,424715
1.2,1298323
10.45,4646361
10.45,3559518
6158.6,1944414
10.45,4027151
4.8,3762289
1010,1614189
1244.27,3534715
10.45,2528891
3.05,4856176
10.45,1832735
10.45,1424104
350,4007979
2286,4828595
49,582996
28,3514882
868.59,2222139
6.85,3504107
449.61,244177
0.1,3921846
45,4392698
120,2206266
4.8,37913
10.45,953020
2330.3,4285627
10.45,2382674
3.1,2428789
4334,4835248
0.05,4246455
40.62,4189624
720,1396850
72.96,1227967
161.22,642430
15000,1202870
10.45,3684693
200,1135133
55.92,648321
5872.29,4930217
4940.81,713527
10.45,2681180
100000,214669
29953.25,1271535
1.2,4837651
10.45,3189411
1742.99,1087809
10.45,2781663
6134.5,1982878
1.2,4158158
1.2,2217876
1788.77,825890
3600,2801862
1305.21,4427594
68.24,53093
30.63,1339988
10.45,2056690
18.74,2808574
500,3697433
24.52,95040
31.77,3170539
26.09,811446
4.8,4485761
1127.5,4892147
10.45,4781567
1664.5,3715309
9000,3568780
4697.75,1771549
28774.2,571589
4.8,1712512
290.71,3417652
4.8,1595994
119.01,3007061
424.58,18998
120,3511203
12.2,4335571
5000,2679300
69,2134
14,3007414
3000,2442068
1275,17243
50,1796926
2400,1964206
10,1283508
7846,2225540
10.45,235254
1.2,526619
1,4299073
6.73,1963666
500,299447
280,745180
50,201001
137.4,3689674
75,1605232
1.17,2466254
2.6,2861197
1.2,2386860
53.04,3690090
28,2754827
1.2,4485163
1000,481726
45,4302402
14,2409425
140,388117
420,3411694
150,3603535
104.86,1442889
2.6,322265
500,4950336
2055.32,3903735
100,1289758
22.25,3578142
54.95,1397009
59.8,985902
1296,3792800
1.2,237258
1.2,1543022
1.2,3625200
3000,1773194
10.45,4995481
1.2,1322504
10.45,4362679
30000,1300565
1.2,4679766
32500,2042104
1992,4920192
2000,2988304
10.45,4250265
3571.43,1251492
10.45,889299
1805.24,2871452
594.27,2620205
26.15,515036
1157,3137770
318,1531746
23.95,125676
10.45,1920966
50,2352231
647.5,3285303
47.92,3952630
59.07,1025248
1519.5,2219186
5000,3099410
1756.89,4038816
10.45,4876775
1.2,3323164
10.45,3966629
1574.91,1579521
2000,4639943
3,1515105
100,4996852
41.6,4444045
80000,995658
97.72,730398
0.63,385714
19.69,1504116
72,3503112
300,3617120
450,1540236
140,3563526
103.36,4458832
250,765175
1.2,758797
10.45,4241805
2000,1152094
1165.62,1719574
350,2289435
350,449116
12898.6,3663587
40500,4646639
352.8,2883661
10.45,4624285
4582.45,4282718
594.27,4727421
4.8,485847
1040,1222192
464.68,3327318
55,163000
807,4971526
1000,3390979
30,616966
160.53,1799930
10,1497219
1.2,1828052
20,2339941
10.45,4134476
1.2,4929642
120,2136005
1.2,2062015
120.14,4588205
1.2,2332951
52,4484411
376.37,3481493
16450,52873
1.2,3158166
1048.6,750254
1.55,1551761
3.1,4430627
60,2715655
250,302236
150,4452778
42,2554051
49.21,4014638
19.69,3118873
90,509781
8.76,1634186
2000,2447031
100,226328
400,4507386
200,1536549
130,4047766
10.45,2670839
1462.58,4064969
1126.2,4684879
1320,1113333
217.08,1838098
2.6,2377049
2.64,3976581
9.6,1585738
93,4241598
56.95,1312407
594.27,777543
1.2,338309
1.2,2972272
1619.93,1767743
8000,3699213
629118.17,1821617
1.2,3703364
1.2,289708
1.2,762275
1.2,3712830
534.14,3567751
1500,3500580
700,3350581
61.66,3232318
6000,923857
10.45,1068833
7500,2613921
2894.27,3542471
52,766215
10.45,3878211
